"code";"city";"state";"region";"population"
430390;"Campo Bom";"Rio Grande do Sul";"SUL";64914
430400;"Campo Novo";"Rio Grande do Sul";"SUL";5161
430410;"Campos Borges";"Rio Grande do Sul";"SUL";3514
430420;"Candelária";"Rio Grande do Sul";"SUL";31603
430430;"Cândido Godói";"Rio Grande do Sul";"SUL";6567
430435;"Candiota";"Rio Grande do Sul";"SUL";9406
430440;"Canela";"Rio Grande do Sul";"SUL";43062
430450;"Canguçu";"Rio Grande do Sul";"SUL";56103
430460;"Canoas";"Rio Grande do Sul";"SUL";343853
430461;"Canudos do Vale";"Rio Grande do Sul";"SUL";1817
430462;"Capão Bonito do Sul";"Rio Grande do Sul";"SUL";1758
430463;"Capão da Canoa";"Rio Grande do Sul";"SUL";48401
430465;"Capão do Cipó";"Rio Grande do Sul";"SUL";3449
430466;"Capão do Leão";"Rio Grande do Sul";"SUL";25495
430467;"Capivari do Sul";"Rio Grande do Sul";"SUL";4362
430468;"Capela de Santana";"Rio Grande do Sul";"SUL";11455
430469;"Capitão";"Rio Grande do Sul";"SUL";2769
430470;"Carazinho";"Rio Grande do Sul";"SUL";62339
430471;"Caraá";"Rio Grande do Sul";"SUL";7971
430480;"Carlos Barbosa";"Rio Grande do Sul";"SUL";28091
430485;"Carlos Gomes";"Rio Grande do Sul";"SUL";1547
430490;"Casca";"Rio Grande do Sul";"SUL";9079
430495;"Caseiros";"Rio Grande do Sul";"SUL";3185
430500;"Catuípe";"Rio Grande do Sul";"SUL";9335
430510;"Caxias do Sul";"Rio Grande do Sul";"SUL";483377
430511;"Centenário";"Rio Grande do Sul";"SUL";3016
430512;"Cerrito";"Rio Grande do Sul";"SUL";6443
430513;"Cerro Branco";"Rio Grande do Sul";"SUL";4694
430515;"Cerro Grande";"Rio Grande do Sul";"SUL";2437
430517;"Cerro Grande do Sul";"Rio Grande do Sul";"SUL";11486
430520;"Cerro Largo";"Rio Grande do Sul";"SUL";14069
430530;"Chapada";"Rio Grande do Sul";"SUL";9597
430535;"Charqueadas";"Rio Grande do Sul";"SUL";38899
430537;"Charrua";"Rio Grande do Sul";"SUL";3482
430540;"Chiapetta";"Rio Grande do Sul";"SUL";4026
430543;"Chuí";"Rio Grande do Sul";"SUL";6456
430544;"Chuvisca";"Rio Grande do Sul";"SUL";5319
430545;"Cidreira";"Rio Grande do Sul";"SUL";14710
430550;"Ciríaco";"Rio Grande do Sul";"SUL";4983
430558;"Colinas";"Rio Grande do Sul";"SUL";2499
430560;"Colorado";"Rio Grande do Sul";"SUL";3478
430570;"Condor";"Rio Grande do Sul";"SUL";6836
430580;"Constantina";"Rio Grande do Sul";"SUL";10109
430583;"Coqueiro Baixo";"Rio Grande do Sul";"SUL";1559
430585;"Coqueiros do Sul";"Rio Grande do Sul";"SUL";2458
430587;"Coronel Barros";"Rio Grande do Sul";"SUL";2559
430590;"Coronel Bicaco";"Rio Grande do Sul";"SUL";7776
430593;"Coronel Pilar";"Rio Grande do Sul";"SUL";1728
430595;"Cotiporã";"Rio Grande do Sul";"SUL";4000
430597;"Coxilha";"Rio Grande do Sul";"SUL";2876
430600;"Crissiumal";"Rio Grande do Sul";"SUL";14195
430605;"Cristal";"Rio Grande do Sul";"SUL";7831
430607;"Cristal do Sul";"Rio Grande do Sul";"SUL";2918
430610;"Cruz Alta";"Rio Grande do Sul";"SUL";63463
430613;"Cruzaltense";"Rio Grande do Sul";"SUL";2059
430620;"Cruzeiro do Sul";"Rio Grande do Sul";"SUL";12258
430630;"David Canabarro";"Rio Grande do Sul";"SUL";4844
430632;"Derrubadas";"Rio Grande do Sul";"SUL";3102
430635;"Dezesseis de Novembro";"Rio Grande do Sul";"SUL";2744
430637;"Dilermando de Aguiar";"Rio Grande do Sul";"SUL";3130
430640;"Dois Irmãos";"Rio Grande do Sul";"SUL";30753
430642;"Dois Irmãos das Missões";"Rio Grande do Sul";"SUL";2158
430645;"Dois Lajeados";"Rio Grande do Sul";"SUL";3430
430650;"Dom Feliciano";"Rio Grande do Sul";"SUL";15279
430655;"Dom Pedro de Alcântara";"Rio Grande do Sul";"SUL";2617
430660;"Dom Pedrito";"Rio Grande do Sul";"SUL";39822
430670;"Dona Francisca";"Rio Grande do Sul";"SUL";3331
430673;"Doutor Maurício Cardoso";"Rio Grande do Sul";"SUL";5110
430675;"Doutor Ricardo";"Rio Grande do Sul";"SUL";2071
430676;"Eldorado do Sul";"Rio Grande do Sul";"SUL";38581
430680;"Encantado";"Rio Grande do Sul";"SUL";22128
430690;"Encruzilhada do Sul";"Rio Grande do Sul";"SUL";25872
430692;"Engenho Velho";"Rio Grande do Sul";"SUL";1340
430693;"Entre-Ijuís";"Rio Grande do Sul";"SUL";8981
430695;"Entre Rios do Sul";"Rio Grande do Sul";"SUL";3035
430697;"Erebango";"Rio Grande do Sul";"SUL";3066
430700;"Erechim";"Rio Grande do Sul";"SUL";103437
430705;"Ernestina";"Rio Grande do Sul";"SUL";3215
430710;"Herval";"Rio Grande do Sul";"SUL";6980
430720;"Erval Grande";"Rio Grande do Sul";"SUL";5170
430730;"Erval Seco";"Rio Grande do Sul";"SUL";7660
430740;"Esmeralda";"Rio Grande do Sul";"SUL";3313
430745;"Esperança do Sul";"Rio Grande do Sul";"SUL";3204
430750;"Espumoso";"Rio Grande do Sul";"SUL";15843
430755;"Estação";"Rio Grande do Sul";"SUL";6161
430760;"Estância Velha";"Rio Grande do Sul";"SUL";47287
430770;"Esteio";"Rio Grande do Sul";"SUL";84237
430780;"Estrela";"Rio Grande do Sul";"SUL";33140
430781;"Estrela Velha";"Rio Grande do Sul";"SUL";3745
430783;"Eugênio de Castro";"Rio Grande do Sul";"SUL";2699
430786;"Fagundes Varela";"Rio Grande do Sul";"SUL";2724
430790;"Farroupilha";"Rio Grande do Sul";"SUL";69542
430800;"Faxinal do Soturno";"Rio Grande do Sul";"SUL";6867
430805;"Faxinalzinho";"Rio Grande do Sul";"SUL";2523
430807;"Fazenda Vilanova";"Rio Grande do Sul";"SUL";4194
430810;"Feliz";"Rio Grande do Sul";"SUL";13273
430820;"Flores da Cunha";"Rio Grande do Sul";"SUL";29603
430825;"Floriano Peixoto";"Rio Grande do Sul";"SUL";1958
430830;"Fontoura Xavier";"Rio Grande do Sul";"SUL";10836
430840;"Formigueiro";"Rio Grande do Sul";"SUL";7053
430843;"Forquetinha";"Rio Grande do Sul";"SUL";2519
430845;"Fortaleza dos Valos";"Rio Grande do Sul";"SUL";4588
430850;"Frederico Westphalen";"Rio Grande do Sul";"SUL";30832
430860;"Garibaldi";"Rio Grande do Sul";"SUL";33624
430865;"Garruchos";"Rio Grande do Sul";"SUL";3182
430870;"Gaurama";"Rio Grande do Sul";"SUL";5878
430880;"General Câmara";"Rio Grande do Sul";"SUL";8663
430885;"Gentil";"Rio Grande do Sul";"SUL";1705
430890;"Getúlio Vargas";"Rio Grande do Sul";"SUL";16648
430900;"Giruá";"Rio Grande do Sul";"SUL";17069
430905;"Glorinha";"Rio Grande do Sul";"SUL";7654
430910;"Gramado";"Rio Grande do Sul";"SUL";35047
430912;"Gramado dos Loureiros";"Rio Grande do Sul";"SUL";2247
430915;"Gramado Xavier";"Rio Grande do Sul";"SUL";4251
430920;"Gravataí";"Rio Grande do Sul";"SUL";275146
430925;"Guabiju";"Rio Grande do Sul";"SUL";1600
430930;"Guaíba";"Rio Grande do Sul";"SUL";99334
430940;"Guaporé";"Rio Grande do Sul";"SUL";24836
430950;"Guarani das Missões";"Rio Grande do Sul";"SUL";8080
430955;"Harmonia";"Rio Grande do Sul";"SUL";4664
430957;"Herveiras";"Rio Grande do Sul";"SUL";3070
430960;"Horizontina";"Rio Grande do Sul";"SUL";19338
430965;"Hulha Negra";"Rio Grande do Sul";"SUL";6561
430970;"Humaitá";"Rio Grande do Sul";"SUL";4988
430975;"Ibarama";"Rio Grande do Sul";"SUL";4519
430980;"Ibiaçá";"Rio Grande do Sul";"SUL";4846
430990;"Ibiraiaras";"Rio Grande do Sul";"SUL";7458
430995;"Ibirapuitã";"Rio Grande do Sul";"SUL";4155
431000;"Ibirubá";"Rio Grande do Sul";"SUL";20355
431010;"Igrejinha";"Rio Grande do Sul";"SUL";34903
431020;"Ijuí";"Rio Grande do Sul";"SUL";83330
431030;"Ilópolis";"Rio Grande do Sul";"SUL";4202
431033;"Imbé";"Rio Grande do Sul";"SUL";20578
431036;"Imigrante";"Rio Grande do Sul";"SUL";3157
431040;"Independência";"Rio Grande do Sul";"SUL";6598
431041;"Inhacorá";"Rio Grande do Sul";"SUL";2312
431043;"Ipê";"Rio Grande do Sul";"SUL";6482
431046;"Ipiranga do Sul";"Rio Grande do Sul";"SUL";1975
431050;"Iraí";"Rio Grande do Sul";"SUL";7921
431053;"Itaara";"Rio Grande do Sul";"SUL";5384
431055;"Itacurubi";"Rio Grande do Sul";"SUL";3552
431057;"Itapuca";"Rio Grande do Sul";"SUL";2295
431060;"Itaqui";"Rio Grande do Sul";"SUL";39012
431065;"Itati";"Rio Grande do Sul";"SUL";2583
431070;"Itatiba do Sul";"Rio Grande do Sul";"SUL";3896
431075;"Ivorá";"Rio Grande do Sul";"SUL";2104
431080;"Ivoti";"Rio Grande do Sul";"SUL";22514
431085;"Jaboticaba";"Rio Grande do Sul";"SUL";4082
431087;"Jacuizinho";"Rio Grande do Sul";"SUL";2666
431090;"Jacutinga";"Rio Grande do Sul";"SUL";3704
431100;"Jaguarão";"Rio Grande do Sul";"SUL";28156
431110;"Jaguari";"Rio Grande do Sul";"SUL";11514
431112;"Jaquirana";"Rio Grande do Sul";"SUL";4083
431113;"Jari";"Rio Grande do Sul";"SUL";3645
431115;"Jóia";"Rio Grande do Sul";"SUL";8679
431120;"Júlio de Castilhos";"Rio Grande do Sul";"SUL";20012
431123;"Lagoa Bonita do Sul";"Rio Grande do Sul";"SUL";2852
431125;"Lagoão";"Rio Grande do Sul";"SUL";6516
431127;"Lagoa dos Três Cantos";"Rio Grande do Sul";"SUL";1650
431130;"Lagoa Vermelha";"Rio Grande do Sul";"SUL";28454
431140;"Lajeado";"Rio Grande do Sul";"SUL";79819
431142;"Lajeado do Bugre";"Rio Grande do Sul";"SUL";2596
431150;"Lavras do Sul";"Rio Grande do Sul";"SUL";7807
431160;"Liberato Salzano";"Rio Grande do Sul";"SUL";5686
431162;"Lindolfo Collor";"Rio Grande do Sul";"SUL";5765
431164;"Linha Nova";"Rio Grande do Sul";"SUL";1712
431170;"Machadinho";"Rio Grande do Sul";"SUL";5640
431171;"Maçambará";"Rio Grande do Sul";"SUL";4804
431173;"Mampituba";"Rio Grande do Sul";"SUL";3079
431175;"Manoel Viana";"Rio Grande do Sul";"SUL";7383
431177;"Maquiné";"Rio Grande do Sul";"SUL";7016
431179;"Maratá";"Rio Grande do Sul";"SUL";2677
431180;"Marau";"Rio Grande do Sul";"SUL";41059
431190;"Marcelino Ramos";"Rio Grande do Sul";"SUL";4941
431198;"Mariana Pimentel";"Rio Grande do Sul";"SUL";3932
431200;"Mariano Moro";"Rio Grande do Sul";"SUL";2190
431205;"Marques de Souza";"Rio Grande do Sul";"SUL";4159
431210;"Mata";"Rio Grande do Sul";"SUL";5124
431213;"Mato Castelhano";"Rio Grande do Sul";"SUL";2574
431215;"Mato Leitão";"Rio Grande do Sul";"SUL";4276
431217;"Mato Queimado";"Rio Grande do Sul";"SUL";1780
431220;"Maximiliano de Almeida";"Rio Grande do Sul";"SUL";4804
431225;"Minas do Leão";"Rio Grande do Sul";"SUL";8059
431230;"Miraguaí";"Rio Grande do Sul";"SUL";4975
431235;"Montauri";"Rio Grande do Sul";"SUL";1545
431237;"Monte Alegre dos Campos";"Rio Grande do Sul";"SUL";3249
431238;"Monte Belo do Sul";"Rio Grande do Sul";"SUL";2689
431240;"Montenegro";"Rio Grande do Sul";"SUL";63868
431242;"Mormaço";"Rio Grande do Sul";"SUL";2986
431244;"Morrinhos do Sul";"Rio Grande do Sul";"SUL";3166
431245;"Morro Redondo";"Rio Grande do Sul";"SUL";6566
431247;"Morro Reuter";"Rio Grande do Sul";"SUL";6183
431250;"Mostardas";"Rio Grande do Sul";"SUL";12794
431260;"Muçum";"Rio Grande do Sul";"SUL";5006
431261;"Muitos Capões";"Rio Grande do Sul";"SUL";3156
431262;"Muliterno";"Rio Grande do Sul";"SUL";1903
431265;"Não-Me-Toque";"Rio Grande do Sul";"SUL";17185
431267;"Nicolau Vergueiro";"Rio Grande do Sul";"SUL";1752
431270;"Nonoai";"Rio Grande do Sul";"SUL";12247
431275;"Nova Alvorada";"Rio Grande do Sul";"SUL";3481
431280;"Nova Araçá";"Rio Grande do Sul";"SUL";4471
431290;"Nova Bassano";"Rio Grande do Sul";"SUL";9599
431295;"Nova Boa Vista";"Rio Grande do Sul";"SUL";1932
431300;"Nova Bréscia";"Rio Grande do Sul";"SUL";3344
431301;"Nova Candelária";"Rio Grande do Sul";"SUL";2807
431303;"Nova Esperança do Sul";"Rio Grande do Sul";"SUL";5125
431306;"Nova Hartz";"Rio Grande do Sul";"SUL";20405
431308;"Nova Pádua";"Rio Grande do Sul";"SUL";2568
431310;"Nova Palma";"Rio Grande do Sul";"SUL";6605
431320;"Nova Petrópolis";"Rio Grande do Sul";"SUL";20675
431330;"Nova Prata";"Rio Grande do Sul";"SUL";25559
431333;"Nova Ramada";"Rio Grande do Sul";"SUL";2417
431335;"Nova Roma do Sul";"Rio Grande do Sul";"SUL";3603
431337;"Nova Santa Rita";"Rio Grande do Sul";"SUL";26450
431339;"Novo Cabrais";"Rio Grande do Sul";"SUL";4125
431340;"Novo Hamburgo";"Rio Grande do Sul";"SUL";249508
431342;"Novo Machado";"Rio Grande do Sul";"SUL";3757
431344;"Novo Tiradentes";"Rio Grande do Sul";"SUL";2312
431346;"Novo Xingu";"Rio Grande do Sul";"SUL";1790
431349;"Novo Barreiro";"Rio Grande do Sul";"SUL";4181
431350;"Osório";"Rio Grande do Sul";"SUL";44468
431360;"Paim Filho";"Rio Grande do Sul";"SUL";4172
431365;"Palmares do Sul";"Rio Grande do Sul";"SUL";11449
431370;"Palmeira das Missões";"Rio Grande do Sul";"SUL";34844
431380;"Palmitinho";"Rio Grande do Sul";"SUL";7184
431390;"Panambi";"Rio Grande do Sul";"SUL";41781
431395;"Pantano Grande";"Rio Grande do Sul";"SUL";9845
431400;"Paraí";"Rio Grande do Sul";"SUL";7404
431402;"Paraíso do Sul";"Rio Grande do Sul";"SUL";7677
431403;"Pareci Novo";"Rio Grande do Sul";"SUL";3760
431405;"Parobé";"Rio Grande do Sul";"SUL";56277
431406;"Passa Sete";"Rio Grande do Sul";"SUL";5554
431407;"Passo do Sobrado";"Rio Grande do Sul";"SUL";6430
431410;"Passo Fundo";"Rio Grande do Sul";"SUL";198799
431413;"Paulo Bento";"Rio Grande do Sul";"SUL";2308
431415;"Paverama";"Rio Grande do Sul";"SUL";8485
431417;"Pedras Altas";"Rio Grande do Sul";"SUL";2168
431420;"Pedro Osório";"Rio Grande do Sul";"SUL";7999
431430;"Pejuçara";"Rio Grande do Sul";"SUL";4043
431440;"Pelotas";"Rio Grande do Sul";"SUL";344385
431442;"Picada Café";"Rio Grande do Sul";"SUL";5595
431445;"Pinhal";"Rio Grande do Sul";"SUL";2616
431446;"Pinhal da Serra";"Rio Grande do Sul";"SUL";2104
431447;"Pinhal Grande";"Rio Grande do Sul";"SUL";4544
431449;"Pinheirinho do Vale";"Rio Grande do Sul";"SUL";4803
431450;"Pinheiro Machado";"Rio Grande do Sul";"SUL";12913
431454;"Pinto Bandeira";"Rio Grande do Sul";"SUL";2868
431455;"Pirapó";"Rio Grande do Sul";"SUL";2625
431460;"Piratini";"Rio Grande do Sul";"SUL";20799
431470;"Planalto";"Rio Grande do Sul";"SUL";10623
431475;"Poço das Antas";"Rio Grande do Sul";"SUL";2112
431477;"Pontão";"Rio Grande do Sul";"SUL";3990
431478;"Ponte Preta";"Rio Grande do Sul";"SUL";1706
431480;"Portão";"Rio Grande do Sul";"SUL";34692
431490;"Porto Alegre";"Rio Grande do Sul";"SUL";1484941
431500;"Porto Lucena";"Rio Grande do Sul";"SUL";5227
431505;"Porto Mauá";"Rio Grande do Sul";"SUL";2536
431507;"Porto Vera Cruz";"Rio Grande do Sul";"SUL";1676
431510;"Porto Xavier";"Rio Grande do Sul";"SUL";10718
431513;"Pouso Novo";"Rio Grande do Sul";"SUL";1819
431514;"Presidente Lucena";"Rio Grande do Sul";"SUL";2752
431515;"Progresso";"Rio Grande do Sul";"SUL";6379
431517;"Protásio Alves";"Rio Grande do Sul";"SUL";2034
431520;"Putinga";"Rio Grande do Sul";"SUL";4159
431530;"Quaraí";"Rio Grande do Sul";"SUL";23532
431531;"Quatro Irmãos";"Rio Grande do Sul";"SUL";1856
431532;"Quevedos";"Rio Grande do Sul";"SUL";2824
431535;"Quinze de Novembro";"Rio Grande do Sul";"SUL";3826
431540;"Redentora";"Rio Grande do Sul";"SUL";11187
431545;"Relvado";"Rio Grande do Sul";"SUL";2187
431550;"Restinga Sêca";"Rio Grande do Sul";"SUL";16315
431555;"Rio dos Índios";"Rio Grande do Sul";"SUL";3317
431560;"Rio Grande";"Rio Grande do Sul";"SUL";209378
431570;"Rio Pardo";"Rio Grande do Sul";"SUL";39000
431575;"Riozinho";"Rio Grande do Sul";"SUL";4607
431580;"Roca Sales";"Rio Grande do Sul";"SUL";11101
431590;"Rodeio Bonito";"Rio Grande do Sul";"SUL";5967
431595;"Rolador";"Rio Grande do Sul";"SUL";2515
431600;"Rolante";"Rio Grande do Sul";"SUL";20920
431610;"Ronda Alta";"Rio Grande do Sul";"SUL";10695
431620;"Rondinha";"Rio Grande do Sul";"SUL";5497
431630;"Roque Gonzales";"Rio Grande do Sul";"SUL";7245
431640;"Rosário do Sul";"Rio Grande do Sul";"SUL";40727
431642;"Sagrada Família";"Rio Grande do Sul";"SUL";2676
431643;"Saldanha Marinho";"Rio Grande do Sul";"SUL";2849
431645;"Salto do Jacuí";"Rio Grande do Sul";"SUL";12490
431647;"Salvador das Missões";"Rio Grande do Sul";"SUL";2776
431650;"Salvador do Sul";"Rio Grande do Sul";"SUL";7434
431660;"Sananduva";"Rio Grande do Sul";"SUL";16237
431670;"Santa Bárbara do Sul";"Rio Grande do Sul";"SUL";8694
431673;"Santa Cecília do Sul";"Rio Grande do Sul";"SUL";1695
431675;"Santa Clara do Sul";"Rio Grande do Sul";"SUL";6285
431680;"Santa Cruz do Sul";"Rio Grande do Sul";"SUL";127429
431690;"Santa Maria";"Rio Grande do Sul";"SUL";278445
431695;"Santa Maria do Herval";"Rio Grande do Sul";"SUL";6358
431697;"Santa Margarida do Sul";"Rio Grande do Sul";"SUL";2519
431700;"Santana da Boa Vista";"Rio Grande do Sul";"SUL";8414
431710;"Sant'Ana do Livramento";"Rio Grande do Sul";"SUL";82312
431720;"Santa Rosa";"Rio Grande do Sul";"SUL";72753
431725;"Santa Tereza";"Rio Grande do Sul";"SUL";1780
431730;"Santa Vitória do Palmar";"Rio Grande do Sul";"SUL";31274
431740;"Santiago";"Rio Grande do Sul";"SUL";50658
431750;"Santo Ângelo";"Rio Grande do Sul";"SUL";79101
431755;"Santo Antônio do Palma";"Rio Grande do Sul";"SUL";2196
431760;"Santo Antônio da Patrulha";"Rio Grande do Sul";"SUL";42333
431770;"Santo Antônio das Missões";"Rio Grande do Sul";"SUL";11051
431775;"Santo Antônio do Planalto";"Rio Grande do Sul";"SUL";2059
431780;"Santo Augusto";"Rio Grande do Sul";"SUL";14334
431790;"Santo Cristo";"Rio Grande do Sul";"SUL";14738
431795;"Santo Expedito do Sul";"Rio Grande do Sul";"SUL";2468
431800;"São Borja";"Rio Grande do Sul";"SUL";62808
431805;"São Domingos do Sul";"Rio Grande do Sul";"SUL";3080
431810;"São Francisco de Assis";"Rio Grande do Sul";"SUL";19382
431820;"São Francisco de Paula";"Rio Grande do Sul";"SUL";21679
431830;"São Gabriel";"Rio Grande do Sul";"SUL";62957
431840;"São Jerônimo";"Rio Grande do Sul";"SUL";23763
431842;"São João da Urtiga";"Rio Grande do Sul";"SUL";4831
431843;"São João do Polêsine";"Rio Grande do Sul";"SUL";2646
431844;"São Jorge";"Rio Grande do Sul";"SUL";2842
431845;"São José das Missões";"Rio Grande do Sul";"SUL";2714
431846;"São José do Herval";"Rio Grande do Sul";"SUL";2158
431848;"São José do Hortêncio";"Rio Grande do Sul";"SUL";4543
431849;"São José do Inhacorá";"Rio Grande do Sul";"SUL";2205
431850;"São José do Norte";"Rio Grande do Sul";"SUL";27206
431860;"São José do Ouro";"Rio Grande do Sul";"SUL";7117
431861;"São José do Sul";"Rio Grande do Sul";"SUL";2298
431862;"São José dos Ausentes";"Rio Grande do Sul";"SUL";3496
431870;"São Leopoldo";"Rio Grande do Sul";"SUL";230914
431880;"São Lourenço do Sul";"Rio Grande do Sul";"SUL";44580
431890;"São Luiz Gonzaga";"Rio Grande do Sul";"SUL";35057
431900;"São Marcos";"Rio Grande do Sul";"SUL";21364
431910;"São Martinho";"Rio Grande do Sul";"SUL";5779
431912;"São Martinho da Serra";"Rio Grande do Sul";"SUL";3309
431915;"São Miguel das Missões";"Rio Grande do Sul";"SUL";7754
431920;"São Nicolau";"Rio Grande do Sul";"SUL";5677
431930;"São Paulo das Missões";"Rio Grande do Sul";"SUL";6280
431935;"São Pedro da Serra";"Rio Grande do Sul";"SUL";3639
431936;"São Pedro das Missões";"Rio Grande do Sul";"SUL";1998
431937;"São Pedro do Butiá";"Rio Grande do Sul";"SUL";2991
431940;"São Pedro do Sul";"Rio Grande do Sul";"SUL";16763
431950;"São Sebastião do Caí";"Rio Grande do Sul";"SUL";24967
431960;"São Sepé";"Rio Grande do Sul";"SUL";24403
431970;"São Valentim";"Rio Grande do Sul";"SUL";3581
431971;"São Valentim do Sul";"Rio Grande do Sul";"SUL";2265
431973;"São Valério do Sul";"Rio Grande do Sul";"SUL";2760
431975;"São Vendelino";"Rio Grande do Sul";"SUL";2154
431980;"São Vicente do Sul";"Rio Grande do Sul";"SUL";8817
431990;"Sapiranga";"Rio Grande do Sul";"SUL";80311
432000;"Sapucaia do Sul";"Rio Grande do Sul";"SUL";139476
432010;"Sarandi";"Rio Grande do Sul";"SUL";23398
432020;"Seberi";"Rio Grande do Sul";"SUL";11144
432023;"Sede Nova";"Rio Grande do Sul";"SUL";3050
432026;"Segredo";"Rio Grande do Sul";"SUL";7428
432030;"Selbach";"Rio Grande do Sul";"SUL";5152
432032;"Senador Salgado Filho";"Rio Grande do Sul";"SUL";2880
432035;"Sentinela do Sul";"Rio Grande do Sul";"SUL";5528
432040;"Serafina Corrêa";"Rio Grande do Sul";"SUL";16184
432045;"Sério";"Rio Grande do Sul";"SUL";2198
432050;"Sertão";"Rio Grande do Sul";"SUL";6065
432055;"Sertão Santana";"Rio Grande do Sul";"SUL";6317
432057;"Sete de Setembro";"Rio Grande do Sul";"SUL";2114
432060;"Severiano de Almeida";"Rio Grande do Sul";"SUL";3868
432065;"Silveira Martins";"Rio Grande do Sul";"SUL";2481
432067;"Sinimbu";"Rio Grande do Sul";"SUL";10408
432070;"Sobradinho";"Rio Grande do Sul";"SUL";15018
432080;"Soledade";"Rio Grande do Sul";"SUL";31361
432085;"Tabaí";"Rio Grande do Sul";"SUL";4526
432090;"Tapejara";"Rio Grande do Sul";"SUL";22077
432100;"Tapera";"Rio Grande do Sul";"SUL";10814
432110;"Tapes";"Rio Grande do Sul";"SUL";17425
432120;"Taquara";"Rio Grande do Sul";"SUL";57544
432130;"Taquari";"Rio Grande do Sul";"SUL";27207
432132;"Taquaruçu do Sul";"Rio Grande do Sul";"SUL";3101
432135;"Tavares";"Rio Grande do Sul";"SUL";5567
432140;"Tenente Portela";"Rio Grande do Sul";"SUL";14008
432143;"Terra de Areia";"Rio Grande do Sul";"SUL";10783
432145;"Teutônia";"Rio Grande do Sul";"SUL";30846
432146;"Tio Hugo";"Rio Grande do Sul";"SUL";2946
432147;"Tiradentes do Sul";"Rio Grande do Sul";"SUL";6294
432149;"Toropi";"Rio Grande do Sul";"SUL";2970
432150;"Torres";"Rio Grande do Sul";"SUL";37564
432160;"Tramandaí";"Rio Grande do Sul";"SUL";47521
432162;"Travesseiro";"Rio Grande do Sul";"SUL";2391
432163;"Três Arroios";"Rio Grande do Sul";"SUL";2851
432166;"Três Cachoeiras";"Rio Grande do Sul";"SUL";10904
432170;"Três Coroas";"Rio Grande do Sul";"SUL";26589
432180;"Três de Maio";"Rio Grande do Sul";"SUL";24497
432183;"Três Forquilhas";"Rio Grande do Sul";"SUL";2898
432185;"Três Palmeiras";"Rio Grande do Sul";"SUL";4457
432190;"Três Passos";"Rio Grande do Sul";"SUL";24632
432195;"Trindade do Sul";"Rio Grande do Sul";"SUL";5961
432200;"Triunfo";"Rio Grande do Sul";"SUL";28289
432210;"Tucunduva";"Rio Grande do Sul";"SUL";5965
432215;"Tunas";"Rio Grande do Sul";"SUL";4604
432218;"Tupanci do Sul";"Rio Grande do Sul";"SUL";1573
432220;"Tupanciretã";"Rio Grande do Sul";"SUL";23705
432225;"Tupandi";"Rio Grande do Sul";"SUL";4472
432230;"Tuparendi";"Rio Grande do Sul";"SUL";8494
432232;"Turuçu";"Rio Grande do Sul";"SUL";3585
432234;"Ubiretama";"Rio Grande do Sul";"SUL";2232
432235;"União da Serra";"Rio Grande do Sul";"SUL";1374
432237;"Unistalda";"Rio Grande do Sul";"SUL";2467
432240;"Uruguaiana";"Rio Grande do Sul";"SUL";129784
432250;"Vacaria";"Rio Grande do Sul";"SUL";65397
432252;"Vale Verde";"Rio Grande do Sul";"SUL";3461
432253;"Vale do Sol";"Rio Grande do Sul";"SUL";11727
432254;"Vale Real";"Rio Grande do Sul";"SUL";5638
432255;"Vanini";"Rio Grande do Sul";"SUL";2101
432260;"Venâncio Aires";"Rio Grande do Sul";"SUL";70481
432270;"Vera Cruz";"Rio Grande do Sul";"SUL";26024
432280;"Veranópolis";"Rio Grande do Sul";"SUL";25073
432285;"Vespasiano Corrêa";"Rio Grande do Sul";"SUL";1956
432290;"Viadutos";"Rio Grande do Sul";"SUL";5205
432300;"Viamão";"Rio Grande do Sul";"SUL";253717
432310;"Vicente Dutra";"Rio Grande do Sul";"SUL";5152
432320;"Victor Graeff";"Rio Grande do Sul";"SUL";3051
432330;"Vila Flores";"Rio Grande do Sul";"SUL";3382
432335;"Vila Lângaro";"Rio Grande do Sul";"SUL";2185
432340;"Vila Maria";"Rio Grande do Sul";"SUL";4407
432345;"Vila Nova do Sul";"Rio Grande do Sul";"SUL";4370
432350;"Vista Alegre";"Rio Grande do Sul";"SUL";2877
432360;"Vista Alegre do Prata";"Rio Grande do Sul";"SUL";1611
432370;"Vista Gaúcha";"Rio Grande do Sul";"SUL";2882
432375;"Vitória das Missões";"Rio Grande do Sul";"SUL";3422
432377;"Westfália";"Rio Grande do Sul";"SUL";2977
432380;"Xangri-lá";"Rio Grande do Sul";"SUL";14650
500020;"Água Clara";"Mato Grosso do Sul";"CENTRO OESTE";14992
500025;"Alcinópolis";"Mato Grosso do Sul";"CENTRO OESTE";5188
500060;"Amambai";"Mato Grosso do Sul";"CENTRO OESTE";38465
500070;"Anastácio";"Mato Grosso do Sul";"CENTRO OESTE";24954
500080;"Anaurilândia";"Mato Grosso do Sul";"CENTRO OESTE";8927
500085;"Angélica";"Mato Grosso do Sul";"CENTRO OESTE";10458
500090;"Antônio João";"Mato Grosso do Sul";"CENTRO OESTE";8808
500100;"Aparecida do Taboado";"Mato Grosso do Sul";"CENTRO OESTE";25072
500110;"Aquidauana";"Mato Grosso do Sul";"CENTRO OESTE";47482
500124;"Aral Moreira";"Mato Grosso do Sul";"CENTRO OESTE";11771
